latitude,longitude,room_type,property_type,accommodates,bedrooms,bathrooms,beds,number_of_reviews,reviews_per_month,review_scores_rating,minimum_nights,maximum_nights,availability_365,instant_bookable,host_is_superhost,price
43.76937,11.26098,Entire home/apt,Entire condo,2,0.0,1.0,1.0,153.0,4.08,4.9,2,20,245,1.0,1.0,166.0
43.77227020263672,11.25303077697754,Entire home/apt,Entire rental unit,8,4.0,2.0,7.0,2.0,0.09,5.0,1,1125,23,1.0,0.0,359.0
43.773029,11.269086,Entire home/apt,Entire condo,6,2.0,2.0,3.0,148.0,3.68,4.9,5,365,202,0.0,1.0,161.0
43.76579,11.24981,Entire home/apt,Entire condo,10,4.0,4.0,7.0,85.0,2.18,4.88,3,14,195,1.0,1.0,1115.0
43.774284,11.258114,Entire home/apt,Entire condo,4,1.0,1.0,2.0,100.0,2.42,4.88,2,365,113,1.0,0.0,225.0
43.77067,11.25607,Entire home/apt,Entire rental unit,4,2.0,2.0,3.0,73.0,1.73,4.64,1,1125,169,1.0,1.0,195.0
43.77049,11.25268,Entire home/apt,Entire condo,2,1.0,1.0,1.0,36.0,1.01,4.97,1,1125,263,1.0,1.0,204.0
43.772686,11.253744,Entire home/apt,Entire condo,6,2.0,2.0,4.0,53.0,1.38,4.98,2,365,281,1.0,1.0,475.0
43.77648,11.26493,Entire home/apt,Entire condo,2,1.0,1.0,1.0,23.0,0.62,4.0,2,30,168,1.0,0.0,119.0
43.777099609375,11.26201057434082,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,90.0,2.18,4.87,3,1125,282,1.0,0.0,141.0
43.76729,11.25107,Entire home/apt,Entire condo,4,1.0,1.0,2.0,64.0,1.56,4.84,5,28,292,0.0,1.0,124.0
43.77007,11.25786,Entire home/apt,Entire condo,2,1.0,2.0,1.0,70.0,1.74,4.89,2,9,105,0.0,1.0,97.0
43.76933,11.25609,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,126.0,3.11,4.8,2,365,293,1.0,1.0,166.0
43.78289,11.22707,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,6.0,0.24,4.5,30,365,264,0.0,0.0,142.0
43.77291,11.26236,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,14.0,0.38,4.14,1,365,292,1.0,0.0,274.0
43.77377700805664,11.262539863586426,Entire home/apt,Entire condo,2,0.0,1.0,1.0,52.0,1.31,4.69,2,30,219,1.0,0.0,104.0
43.766277788820446,11.249289719049065,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,5.0,0.16,4.6,1,29,166,1.0,0.0,200.0
43.76818,11.25635,Entire home/apt,Entire condo,4,1.0,1.0,2.0,50.0,1.18,4.82,2,365,122,1.0,1.0,178.0
43.76667,11.24584,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,95.0,2.25,4.72,1,1125,300,1.0,0.0,124.0
43.77614,11.24687,Entire home/apt,Entire rental unit,6,2.0,2.0,3.0,96.0,2.27,4.7,1,1125,281,1.0,0.0,189.0
43.76944,11.24311,Entire home/apt,Entire rental unit,5,2.0,1.0,4.0,114.0,2.84,4.66,2,365,323,1.0,0.0,212.0
43.770309,11.25164,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,100.0,2.37,4.87,3,30,9,1.0,1.0,133.0
43.76957,11.26122,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,79.0,1.87,4.7,1,1125,1,1.0,0.0,117.0
43.76902,11.25954,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,92.0,2.39,4.73,1,1125,0,1.0,0.0,112.0
43.77039,11.25911,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,147.0,3.63,4.73,1,1125,1,1.0,0.0,112.0
43.76961,11.2611,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,65.0,1.6,4.72,1,1125,2,1.0,0.0,115.0
43.76899,11.26035,Entire home/apt,Entire rental unit,2,0.0,1.0,1.0,198.0,4.69,4.81,1,1125,1,1.0,0.0,109.0
43.76908,11.25899,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,152.0,3.75,4.78,1,1125,0,1.0,0.0,112.0
43.76965,11.2589,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,151.0,3.58,4.68,1,1125,1,1.0,0.0,112.0
43.76932,11.25958,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,108.0,2.56,4.67,1,1125,4,1.0,0.0,112.0
43.77131,11.25636,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,70.0,1.72,4.76,1,1125,288,1.0,0.0,189.0
43.783180236816406,11.26459503173828,Entire home/apt,Entire condo,2,1.0,1.0,1.0,30.0,1.67,5.0,2,365,25,1.0,1.0,76.0
43.7751,11.23672,Entire home/apt,Entire condo,4,3.0,2.0,3.0,21.0,0.54,4.62,7,14,255,1.0,1.0,300.0
43.77132,11.25617,Entire home/apt,Entire rental unit,6,2.0,2.0,4.0,165.0,3.93,4.55,1,1125,284,1.0,0.0,235.0
43.770531,11.254965,Entire home/apt,Entire condo,4,1.0,1.0,2.0,205.0,4.86,4.81,31,365,307,1.0,1.0,175.0
43.77268,11.24817,Entire home/apt,Entire condo,4,2.0,2.0,2.0,96.0,2.32,4.82,2,365,189,1.0,,401.0
43.77494812011719,11.245902061462402,Entire home/apt,Entire condo,4,2.0,2.0,2.0,5.0,0.17,4.8,2,7,120,1.0,1.0,292.0
43.77253,11.260525,Entire home/apt,Entire condo,6,3.0,2.0,4.0,5.0,0.18,4.8,5,21,283,0.0,0.0,382.0
43.772625,11.269411,Entire home/apt,Entire condo,6,1.0,1.0,4.0,35.0,0.94,4.86,2,365,105,1.0,0.0,131.0
43.76898445723166,11.25826520326833,Entire home/apt,Entire condo,3,1.0,1.0,2.0,159.0,4.12,4.94,2,29,242,1.0,1.0,113.0
43.77243,11.24942,Entire home/apt,Entire condo,4,2.0,1.0,3.0,38.0,0.95,4.87,2,30,45,0.0,0.0,190.0
43.76898,11.25377,Entire home/apt,Entire condo,4,1.0,1.0,2.0,190.0,4.68,4.88,2,365,324,0.0,,200.0
43.780354,11.26066,Entire home/apt,Entire condo,3,1.0,1.0,2.0,190.0,4.74,4.88,1,29,254,0.0,1.0,130.0
43.76883,11.24743,Entire home/apt,Entire condo,2,1.0,1.0,1.0,233.0,5.78,4.99,1,1125,250,0.0,1.0,138.0
43.77898,11.2983,Private room,Private room in condo,2,1.0,1.0,1.0,27.0,0.67,4.96,2,365,38,1.0,0.0,54.0
43.77986,11.29813,Private room,Private room in condo,2,1.0,1.0,1.0,175.0,4.42,4.97,2,365,138,1.0,0.0,54.0
43.76901245117188,11.253724098205566,Entire home/apt,Entire condo,4,1.0,1.0,2.0,211.0,5.24,4.87,2,365,329,0.0,,231.0
43.76842,11.25071,Entire home/apt,Entire rental unit,6,2.0,2.0,3.0,151.0,3.68,4.95,2,28,198,1.0,1.0,255.0
43.766563,11.24984,Entire home/apt,Entire rental unit,4,1.0,1.0,3.0,77.0,1.91,4.96,1,29,86,1.0,1.0,145.0
43.78584,11.24832,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,24.0,0.62,5.0,2,60,58,1.0,0.0,112.0
43.774071,11.25144,Entire home/apt,Entire condo,2,1.0,1.0,1.0,146.0,3.92,4.89,2,28,284,0.0,1.0,101.0
43.77067,11.2514,Entire home/apt,Entire condo,4,1.0,1.0,3.0,237.0,5.82,4.78,2,365,223,0.0,,133.0
43.78036557637516,11.280146446080062,Private room,Private room in condo,1,1.0,2.0,1.0,14.0,0.58,4.79,5,700,257,1.0,0.0,80.0
43.77034,11.24362,Entire home/apt,Entire rental unit,4,2.0,1.0,3.0,65.0,1.63,4.38,1,365,335,1.0,0.0,167.0
43.77053,11.25241,Entire home/apt,Entire condo,3,2.0,1.5,2.0,135.0,3.49,4.75,3,30,317,0.0,1.0,162.0
43.762695,11.274301,Entire home/apt,Entire condo,4,2.0,1.0,3.0,111.0,2.81,4.88,3,20,105,0.0,1.0,77.0
43.762695,11.274301,Entire home/apt,Entire condo,4,1.0,1.0,2.0,134.0,3.34,4.87,3,20,86,0.0,1.0,76.0
43.77956,11.2755,Private room,Private room in condo,2,1.0,1.0,1.0,82.0,2.1,5.0,2,7,151,0.0,1.0,60.0
43.74963,11.23391,Entire home/apt,Entire condo,2,1.0,1.0,1.0,40.0,1.06,4.75,1,1125,40,1.0,0.0,72.0
43.790436,11.2436545,Entire home/apt,Entire home,3,2.0,1.0,2.0,82.0,3.56,4.46,3,30,300,0.0,0.0,77.0
43.78052520751953,11.257271766662598,Entire home/apt,Entire condo,3,2.0,2.0,3.0,3.0,0.13,4.67,1,1125,50,1.0,0.0,89.0
43.770222,11.259667,Entire home/apt,Entire condo,4,2.0,1.0,2.0,17.0,0.49,4.88,1,1125,31,1.0,0.0,126.0
43.770222,11.259667,Entire home/apt,Entire condo,2,1.0,1.0,1.0,9.0,0.26,4.56,1,1125,49,1.0,0.0,93.0
43.77213,11.25552,Entire home/apt,Entire rental unit,4,2.0,1.0,3.0,13.0,0.35,4.69,3,1125,113,1.0,0.0,297.0
43.76739,11.2471,Entire home/apt,Entire condo,3,1.0,1.0,1.0,7.0,0.19,4.86,3,1125,25,0.0,1.0,136.0
43.7757,11.2475,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,223.0,5.24,4.2,2,1125,235,1.0,0.0,68.0
43.77713,11.253,Entire home/apt,Entire condo,4,0.0,1.0,2.0,112.0,2.67,4.49,1,29,335,1.0,0.0,98.0
43.767277,11.242236,Entire home/apt,Entire condo,4,1.0,1.0,2.0,60.0,2.18,4.28,1,1125,190,1.0,0.0,83.0
43.7675,11.24711,Entire home/apt,Entire condo,4,1.0,1.0,2.0,63.0,1.56,4.81,3,28,78,1.0,0.0,143.0
43.77932,11.244615,Entire home/apt,Entire condo,5,1.0,1.0,3.0,2.0,0.05,5.0,2,30,65,0.0,0.0,264.0
43.77932,11.244615,Entire home/apt,Entire condo,5,1.0,1.0,3.0,2.0,0.05,5.0,2,30,308,0.0,0.0,217.0
43.765663,11.254713,Entire home/apt,Entire condo,4,1.0,1.0,2.0,84.0,1.99,4.26,1,29,0,1.0,0.0,70.0
43.77375,11.230463,Entire home/apt,Entire condo,5,2.0,1.0,3.0,82.0,2.15,4.41,1,29,231,1.0,0.0,75.0
43.767521,11.249621,Entire home/apt,Entire rental unit,2,1.0,2.0,1.0,15.0,0.39,4.6,3,28,181,1.0,0.0,240.0
43.767521,11.249621,Entire home/apt,Entire rental unit,6,3.0,4.0,5.0,5.0,0.16,4.6,3,28,166,1.0,0.0,700.0
43.7798,11.25402,Entire home/apt,Entire condo,6,3.0,2.0,6.0,103.0,3.06,4.76,3,60,64,1.0,0.0,255.0
43.78891,11.232573,Entire home/apt,Entire condo,4,1.0,1.0,2.0,110.0,2.7,4.89,2,30,245,1.0,1.0,79.0
43.78356,11.27369,Entire home/apt,Entire condo,2,1.0,1.0,1.0,49.0,1.31,4.9,3,30,269,0.0,1.0,82.0
43.77742,11.25172,Private room,Private room in rental unit,2,1.0,1.0,1.0,306.0,7.49,4.79,2,15,295,1.0,1.0,103.0
43.7826,11.2614,Entire home/apt,Entire condo,2,1.0,1.0,1.0,117.0,3.08,4.95,1,365,168,0.0,1.0,116.0
43.77461624145508,11.244582176208496,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,251.0,6.38,4.67,2,365,200,1.0,0.0,101.0
43.78257,11.27392,Entire home/apt,Entire condo,2,1.0,1.5,1.0,3.0,3.0,4.33,2,1125,279,0.0,1.0,76.0
43.78651,11.32334,Entire home/apt,Entire condo,4,2.0,1.0,2.0,17.0,0.44,4.88,2,28,78,0.0,0.0,91.0
43.77036,11.24187,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,14.0,0.58,4.64,2,365,322,1.0,0.0,183.0
43.76987,11.25538,Entire home/apt,Entire condo,6,2.0,1.5,4.0,96.0,2.47,4.91,2,14,248,0.0,1.0,302.0
43.76418,11.24542,Entire home/apt,Entire condo,5,2.0,1.0,5.0,14.0,0.38,4.64,4,90,345,0.0,0.0,250.0
43.769806,11.252534,Entire home/apt,Entire rental unit,4,2.0,2.0,4.0,4.0,0.18,4.75,1,1125,36,1.0,0.0,203.0
43.76874923706055,11.258071899414062,Entire home/apt,Entire condo,4,2.0,1.0,2.0,167.0,4.18,4.49,31,31,254,1.0,1.0,140.0
43.77014,11.28314,Private room,Private room in condo,2,1.0,1.0,1.0,49.0,1.46,4.71,3,365,365,1.0,0.0,97.0
43.7735,11.24685,Entire home/apt,Entire condo,5,2.0,2.0,2.0,140.0,3.6,4.95,3,60,26,0.0,1.0,367.0
43.76831,11.2501,Entire home/apt,Entire condo,4,2.0,2.0,3.0,45.0,1.47,4.98,5,30,249,0.0,1.0,162.0
43.77196502685547,11.262056350708008,Entire home/apt,Entire condo,2,1.0,1.0,2.0,18.0,0.46,4.83,3,29,162,0.0,1.0,152.0
43.778477,11.252525,Entire home/apt,Entire condo,2,1.0,1.0,1.0,296.0,7.24,4.71,1,365,29,0.0,0.0,82.0
43.766659,11.25434,Entire home/apt,Entire condo,2,1.0,1.0,1.0,240.0,7.49,4.79,2,365,312,1.0,0.0,143.0
43.78075,11.25886,Entire home/apt,Entire condo,2,1.0,1.0,1.0,39.0,1.02,4.69,7,365,249,0.0,0.0,64.0
43.766293,11.247807,Entire home/apt,Entire condo,2,1.0,1.0,2.0,19.0,0.48,4.89,30,365,46,0.0,1.0,71.0
43.7688019,11.2414809,Entire home/apt,Entire rental unit,5,2.0,1.0,4.0,19.0,0.88,4.95,2,1125,239,0.0,1.0,134.0
43.76875,11.27463,Entire home/apt,Entire rental unit,8,3.0,2.0,5.0,46.0,1.16,4.48,1,365,251,1.0,0.0,203.0
43.77998,11.25753,Entire home/apt,Entire condo,4,2.0,1.0,1.0,25.0,0.64,4.68,2,29,326,1.0,1.0,130.0
43.77722,11.24446,Entire home/apt,Entire rental unit,6,1.0,2.0,3.0,117.0,2.99,4.57,1,1125,297,1.0,0.0,138.0
43.78128,11.25527,Private room,Private room in bed and breakfast,4,2.0,1.0,2.0,79.0,1.96,4.68,1,1125,294,1.0,0.0,184.0
43.77075,11.24339,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,21.0,0.84,4.81,1,28,346,1.0,0.0,156.0
43.78006,11.25725,Private room,Private room in bed and breakfast,4,1.0,1.0,3.0,25.0,0.63,4.44,1,1125,322,1.0,0.0,184.0
43.77948,11.25714,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,5.0,0.12,4.2,1,1125,322,1.0,0.0,184.0
43.77976,11.25585,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,10.0,0.26,5.0,1,1125,326,1.0,0.0,179.0
43.77753,11.26279,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,1.0,0.03,3.5,30,365,0,0.0,0.0,75.0
43.77059,11.26098,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,132.0,3.28,4.87,2,29,63,1.0,0.0,164.0
43.73802,11.23508,Entire home/apt,Entire condo,5,3.0,3.0,3.0,68.0,1.83,4.93,3,365,354,0.0,1.0,133.0
43.76746,11.25191,Entire home/apt,Entire condo,2,1.0,1.0,1.0,164.0,4.16,4.96,2,14,274,1.0,1.0,110.0
43.78138,11.24295,Entire home/apt,Entire condo,4,1.0,2.0,2.0,62.0,1.6,4.79,2,1125,253,1.0,,137.0
43.7668,11.25113,Entire home/apt,Entire vacation home,4,1.0,1.0,2.0,171.0,4.62,4.94,1,365,154,1.0,1.0,141.0
43.766544,11.250076,Entire home/apt,Entire vacation home,2,1.0,1.0,1.0,179.0,4.85,4.93,1,365,174,1.0,1.0,137.0
43.7685,11.27171,Entire home/apt,Entire condo,3,1.0,1.0,2.0,2.0,0.15,5.0,3,29,330,0.0,0.0,124.0
43.78407,11.26499,Entire home/apt,Entire condo,4,2.0,1.0,2.0,41.0,1.07,4.93,3,30,352,1.0,1.0,121.0
43.769594063080575,11.252695184655774,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,84.0,5.86,4.83,1,365,197,0.0,1.0,101.0
43.7745,11.25508,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,211.0,5.42,4.91,2,7,328,0.0,1.0,228.0
43.76967,11.25972,Entire home/apt,Entire condo,4,2.0,1.0,3.0,67.0,1.87,4.85,3,15,116,1.0,1.0,173.0
43.77855,11.24377,Entire home/apt,Entire condo,3,1.0,1.0,2.0,226.0,5.74,4.95,1,28,64,0.0,,132.0
43.76986,11.26152,Entire home/apt,Entire condo,4,1.0,1.0,2.0,74.0,1.85,4.78,1,30,206,1.0,,125.0
43.76944,11.25582,Entire home/apt,Entire rental unit,6,2.0,2.0,3.0,19.0,0.49,4.37,1,1125,277,1.0,,220.0
43.775135,11.262808,Entire home/apt,Entire condo,5,3.0,2.0,4.0,55.0,1.49,4.96,3,365,303,0.0,1.0,278.0
43.7737788,11.2467337,Private room,Private room in condo,2,1.0,1.0,1.0,6.0,0.23,3.83,1,28,321,1.0,0.0,176.0
43.75847,11.29757,Private room,Room in hotel,2,1.0,1.0,1.0,2.0,0.05,4.0,31,365,361,1.0,0.0,399.0
43.75884,11.29795,Private room,Room in hotel,2,1.0,1.0,1.0,2.0,0.06,4.0,31,365,361,1.0,0.0,399.0
43.75823,11.29753,Private room,Room in hotel,2,1.0,1.0,1.0,1.0,0.03,4.0,1,365,361,1.0,0.0,399.0
43.77228,11.24988,Entire home/apt,Entire rental unit,6,2.0,1.0,3.0,20.0,0.57,4.95,1,1125,292,1.0,0.0,209.0
43.76947,11.25402,Entire home/apt,Entire condo,2,1.0,1.0,1.0,264.0,6.62,5.0,1,30,183,1.0,1.0,189.0
43.765606,11.247565,Entire home/apt,Entire condo,6,3.0,2.0,4.0,124.0,3.19,4.94,2,28,283,1.0,,269.0
43.774952,11.257071,Private room,Room in boutique hotel,4,1.0,1.0,3.0,287.0,7.08,4.85,1,365,120,1.0,,231.0
43.76977,11.19921,Entire home/apt,Entire condo,4,2.0,1.0,3.0,43.0,1.12,5.0,2,7,358,0.0,1.0,152.0
43.770187,11.262409,Entire home/apt,Entire rental unit,7,3.0,2.0,7.0,2.0,0.07,5.0,1,1125,32,1.0,0.0,296.0
43.76837158203125,11.264357566833496,Entire home/apt,Entire condo,2,1.0,1.0,1.0,78.0,1.94,4.38,1,1125,148,1.0,0.0,130.0
43.76953,11.25526,Entire home/apt,Entire condo,8,4.0,2.5,6.0,138.0,3.7,4.82,1,365,226,1.0,1.0,738.0
43.775993,11.255678,Entire home/apt,Entire condo,5,2.0,2.0,3.0,84.0,2.09,4.86,3,1125,270,1.0,0.0,221.0
43.77967,11.25552,Entire home/apt,Entire condo,6,3.0,2.0,4.0,13.0,0.37,3.92,3,28,80,1.0,0.0,124.0
43.7776,11.2547,Entire home/apt,Entire condo,4,1.0,1.0,1.0,22.0,0.6,4.5,3,28,198,1.0,0.0,132.0
43.765564,11.249598,Entire home/apt,Entire condo,2,1.0,2.0,1.0,45.0,1.16,4.73,4,20,314,0.0,0.0,249.0
43.769306,11.254202,Entire home/apt,Entire serviced apartment,3,1.0,1.0,1.0,77.0,1.98,4.86,1,365,204,1.0,1.0,240.0
43.774548,11.249922,Private room,Private room,2,1.0,1.0,1.0,97.0,2.52,4.77,2,27,73,1.0,1.0,120.0
43.78437,11.24817,Private room,Private room in bed and breakfast,2,1.0,1.5,3.0,13.0,0.34,5.0,2,60,72,1.0,0.0,116.0
43.7842,11.25005,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,17.0,0.45,5.0,2,60,79,1.0,0.0,116.0
43.76904,11.24213,Entire home/apt,Entire rental unit,5,2.0,1.0,4.0,67.0,1.69,4.75,2,365,307,1.0,0.0,194.0
43.77838897705078,11.271723747253418,Entire home/apt,Entire condo,4,1.0,1.0,2.0,3.0,0.08,5.0,1,365,322,1.0,1.0,318.0
43.78092575073242,11.260568618774414,Entire home/apt,Entire condo,4,1.0,1.0,2.0,39.0,1.0,4.77,2,1125,144,1.0,0.0,112.0
43.77065,11.25745,Entire home/apt,Entire serviced apartment,3,1.0,1.0,2.0,17.0,0.44,4.71,1,365,226,1.0,1.0,249.0
43.76721414449715,11.25438039533122,Entire home/apt,Entire condo,4,2.0,2.0,2.0,79.0,2.03,4.97,2,28,117,1.0,,289.0
43.76656,11.25278,Entire home/apt,Entire condo,2,1.0,1.0,1.0,116.0,2.9,4.74,1,25,99,1.0,0.0,112.0
43.77007,11.26011,Entire home/apt,Entire condo,4,1.0,1.0,1.0,207.0,5.19,4.93,2,365,337,1.0,,183.0
43.780285,11.260441,Entire home/apt,Entire condo,2,1.0,1.0,1.0,86.0,2.21,4.9,3,90,245,1.0,1.0,190.0
43.76746,11.25192,Entire home/apt,Entire rental unit,4,2.0,1.0,2.0,11.0,0.3,4.73,2,99,349,1.0,,124.0
43.78606,11.25067,Entire home/apt,Entire condo,4,2.0,1.0,2.0,35.0,0.94,4.94,4,15,120,0.0,1.0,116.0
43.75691,11.29759,Private room,Room in hotel,3,1.0,1.0,2.0,4.0,0.15,5.0,31,365,361,1.0,0.0,399.0
43.780785,11.271896,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,24.0,0.61,5.0,1,12,145,1.0,0.0,112.0
43.76991,11.26533,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,9.0,0.23,3.78,30,365,346,0.0,0.0,94.0
43.77116,11.2379,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,178.0,4.47,4.84,1,60,340,0.0,1.0,143.0
43.76843,11.25594,Entire home/apt,Entire rental unit,6,3.0,2.0,4.0,66.0,1.66,4.53,2,365,261,1.0,0.0,457.0
43.77194,11.24786,Entire home/apt,Entire condo,6,2.0,2.0,3.0,98.0,2.54,4.91,2,365,222,1.0,,400.0
43.76467,11.2626,Entire home/apt,Entire loft,2,1.0,1.0,2.0,33.0,0.97,4.94,3,365,332,1.0,0.0,139.0
43.77039,11.240743,Entire home/apt,Entire condo,2,1.0,1.0,1.0,170.0,4.29,4.89,2,7,260,0.0,1.0,90.0
43.77313,11.26177,Entire home/apt,Entire condo,2,1.0,1.0,1.0,20.0,0.51,4.8,18,150,241,1.0,1.0,116.0
43.777874,11.252807,Entire home/apt,Entire condo,4,2.0,1.0,2.0,214.0,5.52,4.93,1,29,349,1.0,1.0,200.0
43.76845,11.24451,Entire home/apt,Entire condo,2,1.0,1.0,1.0,110.0,2.9,4.89,2,30,319,1.0,1.0,72.0
43.76829,11.26085,Entire home/apt,Entire condo,4,1.0,1.0,2.0,132.0,3.39,4.72,3,730,364,0.0,1.0,144.0
43.77399,11.25633,Private room,Room in boutique hotel,2,1.0,1.0,1.0,197.0,4.98,4.77,2,365,157,1.0,,181.0
43.77585,11.25021,Entire home/apt,Entire condo,4,1.0,1.0,2.0,164.0,4.27,4.88,2,30,214,1.0,1.0,116.0
43.774952,11.257071,Private room,Room in boutique hotel,2,1.0,1.0,1.0,140.0,3.51,4.84,2,365,7,1.0,,150.0
43.77284,11.25631,Entire home/apt,Entire condo,6,3.0,3.5,3.0,92.0,2.47,4.96,2,15,289,0.0,0.0,916.0
43.78418,11.24205,Private room,Private room in hostel,2,1.0,1.0,2.0,2.0,0.37,5.0,1,15,285,1.0,0.0,234.0
43.78418,11.24205,Private room,Private room in hostel,4,1.0,1.0,4.0,2.0,0.05,4.5,1,15,286,1.0,0.0,259.0
43.78418,11.24205,Private room,Private room in hostel,6,1.0,1.0,6.0,1.0,0.03,5.0,1,15,283,1.0,0.0,370.0
43.78418,11.24205,Private room,Private room in hostel,3,1.0,1.0,3.0,20.0,0.52,5.0,1,15,286,1.0,0.0,245.0
43.78418,11.24205,Shared room,Shared room in hostel,1,1.0,1.0,1.0,49.0,1.26,4.76,1,15,286,1.0,0.0,62.0
43.78418,11.24205,Shared room,Shared room in hostel,1,1.0,1.0,1.0,128.0,3.31,4.75,1,15,286,1.0,0.0,62.0
43.78418,11.24205,Shared room,Shared room in hostel,1,1.0,1.0,1.0,49.0,1.27,4.71,1,15,164,1.0,0.0,56.0
43.78418,11.24205,Shared room,Shared room in hostel,1,1.0,1.0,1.0,68.0,1.75,4.71,1,15,160,1.0,0.0,59.0
43.78418,11.24205,Shared room,Shared room in hostel,1,1.0,1.0,1.0,416.0,7.49,4.79,1,15,14,1.0,0.0,53.0
43.77225,11.26217,Entire home/apt,Entire rental unit,6,2.0,1.0,4.0,10.0,0.27,3.8,1,1125,284,1.0,0.0,170.0
43.7684224043978,11.258815322945312,Entire home/apt,Entire condo,4,2.0,1.5,2.0,173.0,4.44,4.93,2,30,300,1.0,1.0,266.0
43.770378,11.24188,Private room,Private room in condo,2,1.0,1.0,1.0,13.0,0.38,5.0,2,20,169,0.0,0.0,126.0
43.7717,11.27016,Entire home/apt,Entire condo,4,1.0,1.0,2.0,186.0,4.83,4.81,2,28,94,0.0,1.0,108.0
43.768047,11.240845,Entire home/apt,Entire condo,3,1.0,1.0,2.0,108.0,2.73,4.67,2,365,338,1.0,,119.0
43.76733,11.25219,Entire home/apt,Entire condo,2,1.0,1.0,1.0,53.0,1.35,4.96,2,365,74,1.0,1.0,146.0
43.776218,11.251823,Entire home/apt,Entire condo,2,1.0,1.0,1.0,79.0,2.04,5.0,2,28,180,0.0,1.0,147.0
43.77724,11.25525,Private room,Private room in home,2,1.0,1.5,1.0,133.0,3.36,4.93,2,30,343,1.0,1.0,86.0
43.783180236816406,11.264910697937012,Entire home/apt,Entire condo,2,1.0,1.0,1.0,37.0,1.11,4.95,3,7,156,0.0,1.0,203.0
43.77426,11.26173,Entire home/apt,Entire condo,4,1.0,1.0,2.0,119.0,3.04,4.97,3,29,347,0.0,1.0,157.0
43.75755,11.21644,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,5.0,0.42,5.0,3,7,326,0.0,0.0,160.0
43.76828,11.24458,Entire home/apt,Entire condo,2,1.0,1.0,2.0,86.0,2.26,4.95,2,20,185,0.0,1.0,130.0
43.76281,11.243413,Entire home/apt,Entire condo,4,2.0,1.0,3.0,38.0,0.99,4.79,2,1125,311,1.0,1.0,160.0
43.76667785644531,11.286724090576172,Entire home/apt,Entire condo,4,2.0,2.0,2.0,168.0,4.69,4.98,1,27,189,1.0,1.0,134.0
43.77797,11.25054,Entire home/apt,Entire condo,4,2.0,2.0,2.0,127.0,3.26,4.59,1,365,349,1.0,0.0,212.0
43.76533,11.24849,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,18.0,0.49,4.78,31,1125,362,1.0,0.0,176.0
43.785168,11.259774,Entire home/apt,Entire condo,4,1.0,1.0,2.0,117.0,2.96,4.79,1,90,334,0.0,0.0,79.0
43.77643,11.26452,Entire home/apt,Entire condo,4,1.0,1.0,3.0,159.0,4.5,4.99,3,30,290,0.0,1.0,138.0
43.78231,11.26551,Entire home/apt,Entire condo,4,1.0,1.0,2.0,1.0,0.04,5.0,2,1125,230,0.0,0.0,100.0
43.77219,11.250318,Entire home/apt,Entire condo,4,2.0,1.0,3.0,148.0,3.87,4.84,2,365,107,0.0,1.0,254.0
43.77145,11.26064,Entire home/apt,Entire condo,4,2.0,1.0,3.0,8.0,0.21,4.63,3,365,260,1.0,0.0,460.0
43.78,11.242,Private room,Private room in condo,2,1.0,1.0,1.0,175.0,4.49,4.92,1,28,79,0.0,,108.0
43.767193,11.252236,Entire home/apt,Entire condo,4,1.0,1.0,2.0,86.0,2.2,4.23,2,29,322,1.0,0.0,92.0
43.77821,11.24304,Private room,Private room in condo,2,1.0,1.0,1.0,79.0,2.01,4.84,1,28,93,0.0,,103.0
43.766865,11.24607,Entire home/apt,Entire condo,2,1.0,1.0,1.0,167.0,4.49,4.69,3,7,243,1.0,0.0,70.0
